"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweets","isRetweet","retweeted","longitude","latitude","hashtag","url","username","z","tweetid"
"@chrishemsworth in #ThorRagnarok u not using a wig, u look happy with that, so in @Avengers #InfinityWar , u still use it or not ?",FALSE,0,"chrishemsworth",2017-12-17 12:22:54,FALSE,NA,"942369511323328512","3063032281","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","alfredsangian",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/alfredsangian/status/942369511323328512","alfredsangian",1,41
"Scheduled my drivers test <ed><a0><bd><ed><ba><97> On Infinity War day lol. Hoping the infinity stones give me good luck lol. #InfinityWar #Avengers #May4th",FALSE,1,NA,2017-12-16 20:46:34,FALSE,NA,"942133876998180865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AliciaaMarieex6",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/AliciaaMarieex6/status/942133876998180865","AliciaaMarieex6",1,42
"As I drink coffee this morning, will Marvel cram in some X-Men/FF into Infinity War? #Marvel #XMen #InfinityWar",FALSE,0,NA,2017-12-17 15:06:16,FALSE,NA,"942410624377806850",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allan_wrench",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/allan_wrench/status/942410624377806850","allan_wrench",1,43
"Is Avengers #InfinityWar still being planned to be a two parter? #Marvel",FALSE,2,NA,2017-12-17 02:44:43,FALSE,NA,"942224007348224000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AlxdudeAnimtion",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/AlxdudeAnimtion/status/942224007348224000","AlxdudeAnimtion",1,44
"so let me get this straight - almost half the universe got destroyed, half the superpeople dead, half the earth's p<e2><80><a6> https://t.co/h25pM9oyV5",FALSE,0,NA,2017-12-16 04:04:09,TRUE,NA,"941881608868528128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alyssadelacruz",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/alyssadelacruz/status/941881608868528128","alyssadelacruz",1,45
"Oh please God I want 2 c #Jocasta on #InfinityWar <ed><a0><bd><ed><b9><8f> https://t.co/H2CrdZBpD9",FALSE,0,NA,2017-12-18 08:49:15,FALSE,NA,"942678132657676288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","am_hell6",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/am_hell6/status/942678132657676288","am_hell6",1,46
"#Jocasta if she will be in the #InfinityWar who can play that caricature https://t.co/RY0zIU5Rba",FALSE,1,NA,2017-12-18 08:55:38,FALSE,NA,"942679737780064257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","am_hell6",1,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/am_hell6/status/942679737780064257","am_hell6",1,47
"#InfinityWar quicksilver <ed><a0><bd><ed><b8><b1> https://t.co/610nX0Rf3s",FALSE,1,NA,2017-12-18 09:55:33,FALSE,NA,"942694817544441856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","am_hell6",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/am_hell6/status/942694817544441856","am_hell6",1,48
"No but I hope she in #InfinityWar https://t.co/nsIAw60eZn",FALSE,0,NA,2017-12-18 17:45:04,FALSE,NA,"942812973659238401",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","am_hell6",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/am_hell6/status/942812973659238401","am_hell6",1,49
"I was more excited when I saw the @Avengers #InfinityWar trailer before #TheLastJedi though. <ed><a0><bd><ed><b8><89><ed><a0><bd><ed><b9><8c>",FALSE,0,NA,2017-12-15 22:39:46,FALSE,NA,"941799975666696192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Amanda3cb",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/Amanda3cb/status/941799975666696192","Amanda3cb",1,50
"Oops, got my #ThorRagnarok and my #CaptainAmerica/#InfinityWar/#TheAvengers threads mixed up a bit. Oh well. This is #Thor.",FALSE,0,"amedawg18",2017-12-16 05:39:55,FALSE,"941644053623525376","941905707942760448","27785974","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amedawg18",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/amedawg18/status/941905707942760448","amedawg18",1,51
"Can we just stop scrolling Appreciate Art!
can I hug him

#AvengersInfinityWar #AvengersInfinityWarTrailer<e2><80><a6> https://t.co/Cq0yVYifEP",FALSE,0,NA,2017-12-16 13:06:52,TRUE,NA,"942018187993997313",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Amiraselenator1",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/Amiraselenator1/status/942018187993997313","Amiraselenator1",1,52
"Can not wait for #InfinityWar",FALSE,1,NA,2017-12-16 05:30:51,FALSE,NA,"941903425922633733",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmirDada21",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/AmirDada21/status/941903425922633733","AmirDada21",1,53
"Which @TomHolland1996 imagine should I write #tomholland #tom #theimpossible #InfinityWar #peterparker #avengers<e2><80><a6> https://t.co/39HDRjEYeJ",FALSE,1,NA,2017-12-18 22:47:20,TRUE,NA,"942889044870139904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amy0858",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/Amy0858/status/942889044870139904","Amy0858",1,54
"Was I the only person in the theater with chills and in tears because of a trailer?! #InfinityWar",FALSE,0,NA,2017-12-17 08:17:23,FALSE,NA,"942307723789479936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndrewJG20",1,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/AndrewJG20/status/942307723789479936","AndrewJG20",1,55
"Thanos <e2><9d><a4><ef><b8><8f> #OsVingadores #TheAvengers #InfinityWar #GuerraInfinita #Thanos #MarvelUniverse #Morte #Ilustra<c3><a7><c3><a3>o #Arte<e2><80><a6> https://t.co/RtXy68sPmL",FALSE,1,NA,2017-12-18 23:23:04,TRUE,NA,"942898033565593601",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","antitesebr",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/antitesebr/status/942898033565593601","antitesebr",1,56
"my awesome custom made @Avengers Infinity Gauntlet got modified &amp; will be arriving by Christmas! <ed><a0><bc><ed><be><84>

<ed><a0><be><ed><b7><a1><e2><9d><a4><ef><b8><8f><ed><a0><bd><ed><b2><9b><ed><a0><bd><ed><b2><99><ed><a0><bd><ed><b2><9c><ed><a0><bd><ed><b2><9a><e2><80><a6> https://t.co/kwpOcs9Wp1",FALSE,1,NA,2017-12-15 22:07:05,TRUE,NA,"941791749764153344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","antman8o8",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/antman8o8/status/941791749764153344","antman8o8",1,57
"@MCU_Tweets UM YEAH!

he roles up on @thorofficial's ship, annihilates pretty much everyone save for @Hulk, Valkyri<e2><80><a6> https://t.co/0LEufxunl6",FALSE,3,"MCU_Tweets",2017-12-17 04:03:01,TRUE,"942212646534828033","942243712616288257","846923375209594880","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","antman8o8",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/antman8o8/status/942243712616288257","antman8o8",1,58
"15 Things You Need To Know About Marvel<e2><80><99>s Black Panther Right Now - leading into #InfinityWar<e2><80><a6> https://t.co/G6wW6c7kMP",FALSE,1,NA,2017-12-16 14:40:06,TRUE,NA,"942041649978466307",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","AnyaArtsMaven",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/AnyaArtsMaven/status/942041649978466307","AnyaArtsMaven",1,59
"You can see but do you have vision?
<ed><a0><bd><ed><b1><81><ed><a0><bd><ed><b3><ba><ed><a0><bd><ed><b8><8e><ed><a0><bd><ed><b1><80>
.
.
.
.
.
#vision #marvel #avengers #infinitywar<e2><80><a6> https://t.co/E5zmt2IcZF",FALSE,1,NA,2017-12-16 03:29:27,FALSE,NA,"941872876013211648",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","anyimalik",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/anyimalik/status/941872876013211648","anyimalik",1,60
"62 days until #BlackPanther ... 138 days until #InfinityWar ... 159 days until #Solo ... 166 days until #Deadpool2",FALSE,1,NA,2017-12-16 14:33:39,FALSE,NA,"942040027911114753",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","APetrelak",0,FALSE,FALSE,NA,NA,"InfinityWar","https://twitter.com/APetrelak/status/942040027911114753","APetrelak",1,61
